post's uri,author's did,post's text,replyCount,repostCount,likeCount
at://did:plc:6q4l2t5f24oaztgb45njjmfi/app.bsky.feed.post/3lg7qtf4uok23,did:plc:6q4l2t5f24oaztgb45njjmfi,"Yep. Any ""Justice"" Democrat or self styled ""Progressive"" ain't getting my vote. Anyone who touted Bernie Sanders or Elizabeth Warren or Jill Stein exit stage left. Give me a Democrat to vote for. An Obama voter. A Clinton voter. A Biden Voter. A Harris voter. No more wacko bullshit.",0,1,12
at://did:plc:dclxav32ucuv5mfj5hac2yfx/app.bsky.feed.post/3lg7qt6d5v22h,did:plc:dclxav32ucuv5mfj5hac2yfx,"He did get some. The rest  voted for Jill  Stein or didn't vote.

As the poll found, Biden & Harris ignored American disgust for unrelenting American facilitated genocide - which was a far larger issue than they hoped. 

They played the public for fools - 'vote for us, we're better than Trump'",0,0,1
at://did:plc:7mjy7xad6ex7bqgyncwn57nx/app.bsky.feed.post/3lg7qspx56k2n,did:plc:7mjy7xad6ex7bqgyncwn57nx,"hey Michigan muslim voters, how's that Jill Stein vote going",0,1,70
at://did:plc:rl5zga3kpxl3swbnclqnbusx/app.bsky.feed.post/3lg7qsktiu22v,did:plc:rl5zga3kpxl3swbnclqnbusx,"A lot of the people who stayed home on Election Day are reading the executive orders and rationalizing this as a necessary step to shift the Democratic Party to the left.

Man, are they going to be in for a surprise. No one is throwing up their hands and saying “Fine, we’ll give Jill Stein a shot.”",0,0,1
at://did:plc:rmvtwwxvh7oi7gmt7z5k23d4/app.bsky.feed.post/3lg7qsfbqes2r,did:plc:rmvtwwxvh7oi7gmt7z5k23d4,Musk did that with pride and vigor. He's letting us know that the cockroaches won't be hiding anymore! Don't be surprised if you start seeing random racists doing that madness in public! Elections have consequences! I wonder how those Jill Stein and Couch Voters are feeling right about now?,0,0,0
at://did:plc:t4q7hid7mxqcf5ldz5ellsbu/app.bsky.feed.post/3lg7qqsym6s26,did:plc:t4q7hid7mxqcf5ldz5ellsbu,"They won't protest him
They never did and never will

But enjoy seeing how untrue that ""Both parties are the same"" motto is for the next 4 years
Jill Stein went back into her grifting hole and won't pop back out till 2028 when she get some money out of you",4,1,35
at://did:plc:4nfy6byrst5cv6xvaun5kov7/app.bsky.feed.post/3lg7qlzo3fk2s,did:plc:4nfy6byrst5cv6xvaun5kov7,"You did the same. Jill stein, seriously?",3,0,3
at://did:plc:cnln4b3ezefzqrn6zf6t4qnb/app.bsky.feed.post/3lg7qk3lnxs2r,did:plc:cnln4b3ezefzqrn6zf6t4qnb,We have to thank Jill Stein for being such a ruble raiser. 🇷🇺,1,0,3
at://did:plc:elxxbctagjwztau22ykugnzm/app.bsky.feed.post/3lg7qf76ezk2y,did:plc:elxxbctagjwztau22ykugnzm,"I love how people are screaming about the Dems and blaming them for Trump.  The Republicans did that. The Republicans enabled that and then the watermelon emoji people voting for Jill Stein etc. & fuckers too lazy to vote sealed the deal. Did they want the Dems to pull off a coup? I mean, come on.",1,1,6
at://did:plc:ko5xja3eczkoqyvwmoyqeazo/app.bsky.feed.post/3lg7qetbrdk2e,did:plc:ko5xja3eczkoqyvwmoyqeazo,"if we're going back like that, how about the democrats who,  in 2016, voted for Jill Stein in WI, PA and MI...we would have had the supreme court, Roe would still be in effect and likely citizens united could have been overturned - and never had a Trump presidency....",1,0,6
at://did:plc:kzhfz5fo4ouhff3foqflafi3/app.bsky.feed.post/3lg7qeqihw22s,did:plc:kzhfz5fo4ouhff3foqflafi3,Wonder what Jill Stein is doing right now?,1,0,5
at://did:plc:kzhfz5fo4ouhff3foqflafi3/app.bsky.feed.post/3lg7qdrgefc2s,did:plc:kzhfz5fo4ouhff3foqflafi3,Wonder what Jill Stein is doing right now…,0,0,1
at://did:plc:cnln4b3ezefzqrn6zf6t4qnb/app.bsky.feed.post/3lg7qc26mz22r,did:plc:cnln4b3ezefzqrn6zf6t4qnb,"70% of eligible voters DID NOT vote for Harris. Jill Stein voters, Trump voters, and non-voters are, at best, indifferent to the horrors they’ve unleashed.

When we talk about “resisting”, my question is, “Resisting who?” Who are we fighting for, our tiny 30%? The math doesn’t work out.",1,0,1
at://did:plc:kzhfz5fo4ouhff3foqflafi3/app.bsky.feed.post/3lg7pzcfqt22s,did:plc:kzhfz5fo4ouhff3foqflafi3,Wonder what Jill Stein is doing right now…,0,0,0
at://did:plc:6fp4h4rfqj4jhsp3jvhzu3m4/app.bsky.feed.post/3lg7pygwmyc2a,did:plc:6fp4h4rfqj4jhsp3jvhzu3m4,What say you Jill Stein and protest voters?!?! #fafo,0,0,1
at://did:plc:yncpjzls562iw7f7vhwoxxjx/app.bsky.feed.post/3lg7pwnrzec2y,did:plc:yncpjzls562iw7f7vhwoxxjx,Yoooo Jill Stein voters….,0,0,1
at://did:plc:7ipxc2a3v6ot5iq3ccszifst/app.bsky.feed.post/3lg7pwg3fr22o,did:plc:7ipxc2a3v6ot5iq3ccszifst,Where’s Jill Stein,0,0,0
at://did:plc:chqzmsaort2crihqnmti4awl/app.bsky.feed.post/3lg7pw52vdk2i,did:plc:chqzmsaort2crihqnmti4awl,Perhaps some nice golf courses? And how do all those people feel who were protesting on behalf of the Palestinians and who couldn't bring themselves to vote for Harris? Maybe Jill Stein can help them now. Maybe Cornel West can help them.,0,0,2
at://did:plc:dulprktuuahjpeuyuleihttm/app.bsky.feed.post/3lg7pvz4lds2l,did:plc:dulprktuuahjpeuyuleihttm,You hit the spot here...so true. Jill Stein rartf****d us over and over..again,0,0,3
at://did:plc:vxitab3itp27me5ynvygr33k/app.bsky.feed.post/3lg7prl2cus2m,did:plc:vxitab3itp27me5ynvygr33k,"What is Jill Stein doing today to build the Green Party into a viable option? 

Oh, right. We won’t hear from them again until 2028.",0,0,1
at://did:plc:sc6abf6ax7kaxyytbg6xjvtk/app.bsky.feed.post/3lg7pmminhc24,did:plc:sc6abf6ax7kaxyytbg6xjvtk,Or those who voted for Jill Stein. A gang of dumbasses. A beautiful gang of hmar like I've never seen one.,1,0,1
at://did:plc:iie4m2te465xca7hmrtdj34e/app.bsky.feed.post/3lg7ph2evu224,did:plc:iie4m2te465xca7hmrtdj34e,"Hey, anybody out there who chose to vote for Jill Stein over Kamala Harris, I hope you are sleeping well tonight! The damage from this presidency will be felt for centuries.",0,0,0
at://did:plc:peh2xualo5uem57d73kpcypc/app.bsky.feed.post/3lg7pgigc5s2j,did:plc:peh2xualo5uem57d73kpcypc,"Great job, Jill Stein voters.",0,0,7
at://did:plc:kzhfz5fo4ouhff3foqflafi3/app.bsky.feed.post/3lg7p4frya22s,did:plc:kzhfz5fo4ouhff3foqflafi3,"Wonder what Jill Stein is doing right now… 

www.cnn.com/2025/01/20/c...",0,0,5
at://did:plc:iby6wndtm4who7bl7e73dntg/app.bsky.feed.post/3lg7owyzk322j,did:plc:iby6wndtm4who7bl7e73dntg,"Jill Stein voters feel unaffected by this, as their vanity is stronger than their actual concern for the environment.",0,0,2
at://did:plc:vhbwcop2r4fgou5goqxnv7fp/app.bsky.feed.post/3lg7oujsgzk2r,did:plc:vhbwcop2r4fgou5goqxnv7fp,Bibi and trump played the shit out of those who stayed at home or voted for Jill stein in the last election bc of Gaza. ADL helped them do it too. Played them like fiddles,5,6,85
at://did:plc:htwxcw4zd7jxh6zx4diwbrl6/app.bsky.feed.post/3lg7ouckpyc2u,did:plc:htwxcw4zd7jxh6zx4diwbrl6,"Hey Jill Stein, where you at girl? Where are you Butch Ware? In your bunker?",0,0,3
at://did:plc:zm2le5rik4v5sxxoui5hteng/app.bsky.feed.post/3lg7ouc7kks2w,did:plc:zm2le5rik4v5sxxoui5hteng,Anyway what’s Jill Stein up to?,0,0,0
at://did:plc:hyogcwivc5r3leatz44cueyf/app.bsky.feed.post/3lg7os235gc27,did:plc:hyogcwivc5r3leatz44cueyf,Where’s Jill Stein by the way?,0,0,1
at://did:plc:yed42fbm4ntmje7u65s6ikek/app.bsky.feed.post/3lg7opuddhc2h,did:plc:yed42fbm4ntmje7u65s6ikek,Jill Stein voters have never felt happiness.,1,0,1
at://did:plc:ovf3snl2lngviiigfoo36cpt/app.bsky.feed.post/3lg7opcon5c2p,did:plc:ovf3snl2lngviiigfoo36cpt,Where’s Jill Stein? 🥴,0,0,0
at://did:plc:wh5k34xkvxycwgfecbqnejx4/app.bsky.feed.post/3lg7oky7tyc2x,did:plc:wh5k34xkvxycwgfecbqnejx4,"It hasn't even been one day. 

How's that vote for Jill Stein/protest no vote feeling?",0,0,0
at://did:plc:cqzl4vnccyn6n6rxj7arbimy/app.bsky.feed.post/3lg7ognplxc2i,did:plc:cqzl4vnccyn6n6rxj7arbimy,Trump shouldn’t be president. Biden shouldn’t be president. Kamala shouldn’t be president. Jill Stein shouldn’t be president. None of the 2024 election candidates should be president. Make me president so I can get a bajillion dollars. #bloomfusionforpresident2025president4life,0,0,0
at://did:plc:rrdcmhbubugqgulal4ztqz7y/app.bsky.feed.post/3lg7ofeh62c2q,did:plc:rrdcmhbubugqgulal4ztqz7y,Don’t forget Jill Stein.,0,0,1
at://did:plc:zcdm3lkkhgtgwj7657lvnk4q/app.bsky.feed.post/3lg7ocdsxu22c,did:plc:zcdm3lkkhgtgwj7657lvnk4q,"Elections have consequences. Get angry, folks. Participate in the elections and don't throw away your vote to fucking Jill Stein! Vote blue!",4,6,64
at://did:plc:bosronr26hhoqabiobfuhmiw/app.bsky.feed.post/3lg7ob37huk2o,did:plc:bosronr26hhoqabiobfuhmiw,"Hey, #JillStein voters 

Enjoy!",0,0,0
at://did:plc:226pmj2pwk5qj72gkonuruc7/app.bsky.feed.post/3lg7oakmsgc25,did:plc:226pmj2pwk5qj72gkonuruc7,"Just wait until Jill Stein and the Green Party wake up from their hibernation in 3.5 years, they're gonna be pissed about this I'm sure",0,0,0
at://did:plc:4rxfagwwn6gtcwszlc3dax6i/app.bsky.feed.post/3lg7nyygeqs2j,did:plc:4rxfagwwn6gtcwszlc3dax6i,"Jill Stein voters made no difference, they are inevitably those who do not vote. You surely mean great job genocide enabling Democrat party? And 75m still voted for them? What a country…",0,0,0
at://did:plc:pcqf5idtgdbi7wpvfmzxunez/app.bsky.feed.post/3lg7nrvrwms2l,did:plc:pcqf5idtgdbi7wpvfmzxunez,"Every voter that sat this election out or wasted their vote on Jill Stein & her like, YOU did this! If our democracy fails it is ALL on you! I’m so disgusted.",0,1,3
at://did:plc:ouceaam3vvmxe6ff6iwmoove/app.bsky.feed.post/3lg7ngilevk2k,did:plc:ouceaam3vvmxe6ff6iwmoove,This is not the time for that! If you voted for any alternate (thanks Jill Stein!) you are responsible for this catastrophe !!,0,0,8
at://did:plc:pk7oaqnozbaifv5rmjlsjipl/app.bsky.feed.post/3lg7n5y73ys2b,did:plc:pk7oaqnozbaifv5rmjlsjipl,"The new “United Reich” , as Trump calls it, has been born.  

The Neo Nazi , fascist MAGA cult will joe be on full display  ,holding all levers of power 

WE helped usher this in , by NOT voting, or worse , wasting our votes on Republican Jill Stein

youtube.com/shorts/ukZrQ...",0,0,0
at://did:plc:vy7zsflpt7s7fgjkrxsnaxky/app.bsky.feed.post/3lg7mfwfmjc2d,did:plc:vy7zsflpt7s7fgjkrxsnaxky,"Also the nearly 9M registered voters who couldn’t be bothered to vote. And let’s not forget Jill Stein! 
Again.",5,7,95
at://did:plc:jjtqf3ydigueori64vsmy5v4/app.bsky.feed.post/3lg7m5highc2b,did:plc:jjtqf3ydigueori64vsmy5v4,"Great job, Jill Stein voters.",3,0,1
at://did:plc:o4ouehhq4n2ghdk44poagvdk/app.bsky.feed.post/3lg7lllgam223,did:plc:o4ouehhq4n2ghdk44poagvdk,"Yeah, Jill Stein was all over that cease fire 🙄",0,0,2
at://did:plc:nyjczecuu5bntqrzao2e2z3o/app.bsky.feed.post/3lg7ljhot6k25,did:plc:nyjczecuu5bntqrzao2e2z3o,Voting for Jill stein who is clearly in Putin’s pocket. Putin who is currently attempting his own version of genocide against Ukraine… lol ok.,1,0,0
at://did:plc:ezconqince3oolbmsz4wvy2j/app.bsky.feed.post/3lg7lbfhpb22w,did:plc:ezconqince3oolbmsz4wvy2j,"So you voted for Jill Stein why, she's a Russian plant.",1,0,0
at://did:plc:izh4pkn4lar2qsfyl2rw4y77/app.bsky.feed.post/3lg7l264c3c2p,did:plc:izh4pkn4lar2qsfyl2rw4y77,Great work Jill Stein and Jill Stein voters and voters who stayed home to send Harris a message,0,5,17
at://did:plc:7k7ztrflqz7v4iss7uytjvij/app.bsky.feed.post/3lg7kyij4dk27,did:plc:7k7ztrflqz7v4iss7uytjvij,At least that young Miss in Michigan got to vote for Jill Stein.,0,0,1
at://did:plc:ezconqince3oolbmsz4wvy2j/app.bsky.feed.post/3lg7kx5stn22w,did:plc:ezconqince3oolbmsz4wvy2j,And you voted for Jill Stein didn't you.,2,0,0
at://did:plc:dcp6okf53is43swf5r5x2wj6/app.bsky.feed.post/3lg7kst3wpk22,did:plc:dcp6okf53is43swf5r5x2wj6,"Yeah, but blue MAGA made sure that Marianne Williamson and Jill Stein were not anywhere close to the running.",0,0,1
at://did:plc:at2qe6fosckjksgk6576jso4/app.bsky.feed.post/3lg7kpdzemk2a,did:plc:at2qe6fosckjksgk6576jso4,F*ck every Trump voter! F*ck every jill Stein voter. We had a chance to stop this. I hope they all choke on their eggs!,0,0,0
at://did:plc:rzvy5q4k4moqgqwcluzrpsrk/app.bsky.feed.post/3lg7kjwnoas2a,did:plc:rzvy5q4k4moqgqwcluzrpsrk,"Welcome to Day One of the Green Timeline!

President Jill Stein invited everyone to join her and her team helping refugees in Los Angeles, North Carolina and the Southern Border.  Sending a message to the world that her #1 priority will be tackling climate change.

#GreenParty",0,0,0
at://did:plc:7v5jbrkkq5wg7dsraovtbiwj/app.bsky.feed.post/3lg7khlxgx22m,did:plc:7v5jbrkkq5wg7dsraovtbiwj,Like voting for Jill Stein.,0,0,1
at://did:plc:sdlq4nohdxc3rnmi3gga3hq7/app.bsky.feed.post/3lg7k5zv6lf2b,did:plc:sdlq4nohdxc3rnmi3gga3hq7,Not bigger than jill stein,0,0,1
at://did:plc:7m73riknykmev4bqss3vwok7/app.bsky.feed.post/3lg7k37rqgc2h,did:plc:7m73riknykmev4bqss3vwok7,It comforts me during these troubled times that Jill Stein is out there every day leading the resistance.,0,0,4
at://did:plc:hyogcwivc5r3leatz44cueyf/app.bsky.feed.post/3lg7js633c227,did:plc:hyogcwivc5r3leatz44cueyf,Couple of questions. Has the Ukraine war ended yet and whatever happened to Jill Stein?,1,0,0
at://did:plc:glyik53x2acaudwfn7nxfug5/app.bsky.feed.post/3lg7jprf2xs24,did:plc:glyik53x2acaudwfn7nxfug5,"To all the people who voted for #jillstein and are out right upset at today and what’s to come, screw you.",0,0,0
at://did:plc:tdi5hsgcoipyzvav4uprktqs/app.bsky.feed.post/3lg7jphu55s23,did:plc:tdi5hsgcoipyzvav4uprktqs,"You know, I would really respect third-party or Green Party voters if they showed up as anything other than mainly a protest vote, or if they tried to win a smaller election, rather than spending all their money getting Jill Stein on the ballot in as many swing states as possible.",1,1,1
at://did:plc:e2joh6z23hy5fl6hmauf2itn/app.bsky.feed.post/3lg7j2xp3v226,did:plc:e2joh6z23hy5fl6hmauf2itn,not turning up to vote just handed the win to trump people who didn't want to vote dems could have voted for Jill stein better than throwing the vote away,1,0,0
at://did:plc:bosronr26hhoqabiobfuhmiw/app.bsky.feed.post/3lg7hwq3h7g2g,did:plc:bosronr26hhoqabiobfuhmiw,"Hey, #JillStein voters. Have you told your trans friends you destroyed their futures or are you just hoping they never find out?",0,0,1
at://did:plc:ivjr2ahdztezjac3gepankvm/app.bsky.feed.post/3lg7hunhpq223,did:plc:ivjr2ahdztezjac3gepankvm,"""Hillary would have won were not for Jill Stein voters. It would've made the difference in several swing states.""

So would any one of a thousand other things. Stein voters can't be singled out in this way by any honest analysis, nor is it right to assume Hillary Clinton was entitled to their votes.",0,0,2
at://did:plc:pc46ufbn2mlboegrud7xmv3c/app.bsky.feed.post/3lg7hmaou6s2j,did:plc:pc46ufbn2mlboegrud7xmv3c,"Thinking of the two people in Berkeley who were slow-walking in front of me one day, talking about how they couldn’t vote for Trump but wouldn’t vote for Kamala “because of the war”

so they felt their best option was Jill Stein.",0,0,1
at://did:plc:qlr6qo2rzlp4srlk4blgmb6h/app.bsky.feed.post/3lg7gybrj7k2c,did:plc:qlr6qo2rzlp4srlk4blgmb6h,"A lot of muslims rose up to vote Jill Stein, because she offered a non-genocidal platform :)",1,0,1
at://did:plc:43gg7g4kqhvwqr3orzgjhmty/app.bsky.feed.post/3lg7gixiv3c2i,did:plc:43gg7g4kqhvwqr3orzgjhmty,"Jill Stein ... an ""MD"" who thinks vaccines are bad. 'Nuff said.",0,0,1
at://did:plc:yt2bgw3i7ig7g66dkkd5csu6/app.bsky.feed.post/3lg7gabtbac2v,did:plc:yt2bgw3i7ig7g66dkkd5csu6,"And we again ask ""I hope you're happy with your Jill Stein vote""

2016 part deux

Trump to withdraw from Paris climate agreement, White House says - www.reuters.com/business/env...",0,0,0
at://did:plc:bwmbjerfoeppejtmmvxnqeqc/app.bsky.feed.post/3lg7g7t5f4223,did:plc:bwmbjerfoeppejtmmvxnqeqc,Jill Stein is a stupid cunt who’s never done shit or ever will do shit fuck all you Green Party cunts your ad worthless as tits on a male dog,1,0,1
at://did:plc:kfv4qtgnnctntjt6ricxiut5/app.bsky.feed.post/3lg7fxljcys2w,did:plc:kfv4qtgnnctntjt6ricxiut5,Aren’t Jill Stein voters the worst?,5,0,48
at://did:plc:ysrizscydddkw42vtrwjaewz/app.bsky.feed.post/3lg7f3mccvk2p,did:plc:ysrizscydddkw42vtrwjaewz,Stop blaming everyone else for the democratic partys mistakes. I'm not saying million of democrats staying home was cool but I literally haven't heard the name Jill Stein for 6 years.,3,0,7
at://did:plc:4tkermknqapla2qs5zvidgap/app.bsky.feed.post/3lg7enddzss2r,did:plc:4tkermknqapla2qs5zvidgap,"M @muriel_la_roja 

 A big democracy is going to the dogs and got a little taste of the shit show that awaits us in the near future.
I'd also like to demonstratively give another “slow handclap” to the really very smart leftists who preferred to vote for a Jill Stein
 in the face of the apocalypse",0,2,11
at://did:plc:qwrybaw4chtsx2pbtk5cxfiy/app.bsky.feed.post/3lg7ehup25s2n,did:plc:qwrybaw4chtsx2pbtk5cxfiy,"to stein or trump. You remember jill stein, don’t you? The one who has disappeared yet again with all of her campaign donations. Now those who wanted an end to the violence in Gaza will get precisely what they asked for from trump - it will end when there is nothing and no one left to bomb. 9/",1,0,0
at://did:plc:oeq2abni3k7g6lhctu5pl34b/app.bsky.feed.post/3lg7d74iaic2x,did:plc:oeq2abni3k7g6lhctu5pl34b,It’s the Jill Stein voters for me lmao,1,0,2
at://did:plc:avzixjgp6tm7wworl5jtz7pl/app.bsky.feed.post/3lg7cxxgpks2g,did:plc:avzixjgp6tm7wworl5jtz7pl,Where is Jill Stein ? Has she commented about the Nazi salute ?,0,0,0
at://did:plc:p2nyxt3fgcmdtvj7x7h46e67/app.bsky.feed.post/3lg7co2uogk2f,did:plc:p2nyxt3fgcmdtvj7x7h46e67,"It seems Harris is getting blamed for not being Jill Stein.
Because Stein's 679,000 votes (0.4%) really must've scared Trump.",1,0,0
at://did:plc:p2nyxt3fgcmdtvj7x7h46e67/app.bsky.feed.post/3lg7cihw2i22f,did:plc:p2nyxt3fgcmdtvj7x7h46e67,"How many votes did Jill Stein get.
Just so I can get a feel for how close she came to defeating Trump.",1,0,0
